OrderID,FromLoc,ToLoc,Size,OrderDay,LatestDeliveryDay
L15728,10549,10427,34,18,20
L15729,10549,10434,26,18,20
L15730,10549,10429,24,18,21
L15731,10549,10419,22,18,20
L15732,10349,10350,72,19,22
L15733,10015,10415,65,19,21
L15734,10015,10403,65,19,20
L15735,10015,10009,65,19,21
L15736,10451,10549,65,19,21
L15737,10190,10200,62,19,20
L15738,10451,10798,62,19,23
L15739,10451,10472,62,19,24
L15740,10451,10519,62,19,23
L15741,10451,10403,62,19,22
L15742,10100,10451,61,19,23
L15743,10451,10549,61,19,22
L15744,10403,10417,61,19,23
L15745,10403,10417,61,19,22
L15746,10403,10417,61,19,22
L15747,10430,10417,61,19,22
L15748,10015,10519,60,19,22
L15749,10451,10549,59,19,20
L15750,10549,10378,58,19,22
L15751,10430,10472,57,19,23
L15752,10451,10350,57,19,24
L15753,10451,10843,57,19,24
L15754,10451,10427,57,19,21
L15755,10451,10082,56,19,21
L15756,10384,10015,56,19,21
L15757,10549,10095,56,19,23
L15758,10417,10003,55,19,24
L15759,10430,10549,55,19,22
L15760,10451,10614,55,19,22
L15761,10640,10549,55,19,25
L15762,10549,10737,55,19,23
L15763,10549,10350,55,19,25
L15764,10417,10913,53,19,21
L15765,10417,10726,53,19,22
L15766,10549,10451,53,19,21
L15767,10451,10472,52,19,22
L15768,10350,10451,51,19,23
L15769,10430,10549,51,19,23
L15770,10430,10082,50,19,23
L15771,10451,10403,49,19,22
L15772,10549,10525,49,19,24
L15773,10549,10800,49,19,25
L15774,10551,10549,49,19,21
L15775,10263,10900,49,19,22
L15776,10549,10900,49,19,25
L15777,10549,10734,49,19,24
L15778,10476,10475,49,19,22
L15779,10451,10714,48,19,20
L15780,10417,10950,47,19,21
L15781,10549,10425,47,19,21
L15782,10549,10441,47,19,22
L15783,10451,10418,47,19,20
L15784,10451,10483,46,19,22
L15785,10429,10328,46,19,25
L15786,10549,10843,46,19,25
L15787,10549,10555,46,19,21
L15788,10451,10762,46,19,22
L15789,10430,10433,46,19,22
L15790,10451,10433,45,19,23
L15791,10451,10549,45,19,21
L15792,10451,10781,45,19,22
L15793,10549,10310,45,19,24
L15794,10549,10073,45,19,22
L15795,10451,10011,45,19,24
L15796,10451,10011,45,19,23
L15797,10549,10328,44,19,23
L15798,10426,10650,44,19,22
L15799,10549,10080,44,19,21
L15800,10451,10073,44,19,21
L15801,10451,10417,44,19,22
L15802,10452,10080,44,19,23
L15803,10451,10533,44,19,21
L15804,10451,10800,43,19,24
L15805,10451,10549,43,19,20
L15806,10426,10127,43,19,21
L15807,10429,10321,43,19,23
L15808,10549,10349,43,19,25
L15809,10430,10200,43,19,22
L15810,10549,10066,42,19,22
L15811,10451,10011,42,19,22
L15812,10451,10433,42,19,21
L15813,10426,10417,42,19,23
L15814,10451,10012,42,19,23
L15815,10549,10472,42,19,22
L15816,10451,10310,42,19,25
L15817,10429,10801,42,19,24
L15818,10451,10520,42,19,22
L15819,10549,10468,42,19,22
L15820,10549,10310,42,19,24
L15821,10430,10800,42,19,24
L15822,10549,10464,42,19,22
L15823,10426,10577,42,19,23
L15824,10451,10650,41,19,22
L15825,10426,10273,41,19,24
L15826,10451,10452,41,19,22
L15827,10451,10378,41,19,23
L15828,10451,10087,41,19,22
L15829,10426,10587,40,19,22
L15830,10549,10116,40,19,24
L15831,10549,10025,40,19,21
L15832,10426,10015,40,19,22
L15833,10429,10801,40,19,25
L15834,10452,10147,40,19,22
L15835,10549,10529,40,19,22
L15836,10429,10302,40,19,24
L15837,10549,10100,40,19,23
L15838,10549,10533,39,19,23
L15839,10549,10289,39,19,25
L15840,10430,10011,39,19,23
L15841,10549,10472,39,19,23
L15842,10476,10469,39,19,22
L15843,10780,10012,39,19,23
L15844,10451,10073,39,19,22
L15845,10549,10547,39,19,22
L15846,10451,10682,39,19,22
L15847,10451,10415,39,19,23
L15848,10549,10520,39,19,24
L15849,10549,10640,39,19,23
L15850,10549,10448,39,19,22
L15851,10451,10418,38,19,22
L15852,10451,10418,38,19,21
L15853,10429,10263,38,19,23
L15854,10429,10657,38,19,23
L15855,10429,10263,38,19,24
L15856,10429,10289,38,19,25
L15857,10426,10654,38,19,23
L15858,10451,10444,38,19,21
L15859,10456,10533,38,19,24
L15860,10451,10203,38,19,22
L15861,10549,10520,38,19,23
L15862,10426,10338,38,19,21
L15863,10549,10074,38,19,23
L15864,10549,10425,38,19,22
L15865,10451,10100,38,19,22
L15866,10451,10471,38,19,22
L15867,10549,10073,37,19,21
L15868,10451,10734,37,19,22
L15869,10549,10197,37,19,22
L15870,10549,10200,37,19,23
L15871,10549,10011,37,19,24
L15872,10549,10533,37,19,21
L15873,10549,10003,37,19,22
L15874,10549,10200,37,19,21
L15875,10349,10549,37,19,24
L15876,10429,10467,37,19,24
L15877,10451,10082,37,19,21
L15878,10426,10917,37,19,23
L15879,10451,10452,37,19,22
L15880,10429,10662,37,19,23
L15881,10551,10200,37,19,23
L15882,10549,10468,37,19,22
L15883,10451,10418,36,19,20
L15884,10451,10800,36,19,23
L15885,10451,10200,36,19,21
L15886,10451,10391,36,19,24
L15887,10451,10100,36,19,24
L15888,10549,10800,36,19,23
L15889,10549,10414,36,19,24
L15890,10451,10203,36,19,22
L15891,10551,10058,36,19,23
L15892,10549,10435,36,19,23
L15893,10451,10059,36,19,23
L15894,10549,10933,36,19,21
L15895,10549,10451,36,19,22
L15896,10451,10203,36,19,23
L15897,10549,10310,35,19,25
L15898,10549,10731,35,19,23
L15899,10549,10421,35,19,22
L15900,10549,10433,35,19,23
L15901,10549,10433,35,19,23
L15902,10147,10414,35,19,23
L15903,10426,10206,35,19,21
L15904,10426,10423,35,19,22
L15905,10549,10074,35,19,23
L15906,10549,10391,35,19,23
L15907,10064,10533,35,19,24
L15908,10549,10454,35,19,22
L15909,10426,10200,35,19,23
L15910,10452,10742,34,19,23
L15911,10549,10433,34,19,21
L15912,10429,10923,34,19,24
L15913,10549,10350,34,19,24
L15914,10549,10230,34,19,24
L15915,10549,10350,34,19,25
L15916,10549,10410,34,19,22
L15917,10015,10418,34,19,24
L15918,10451,10432,34,19,23
L15919,10451,10082,34,19,22
L15920,10452,10950,34,19,23
L15921,10549,10519,34,19,23
L15922,10549,10230,34,19,22
L15923,10451,10803,34,19,24
L15924,10452,10483,34,19,24
L15925,10451,10475,34,19,23
L15926,10451,10713,34,19,22
L15927,10451,10737,34,19,22
L15928,10549,10289,34,19,24
L15929,10549,10900,34,19,24
L15930,10451,10472,34,19,22
L15931,10779,10451,34,19,23
L15932,10451,10737,34,19,23
L15933,10549,10101,33,19,24
L15934,10451,10493,33,19,21
L15935,10426,10244,33,19,24
L15936,10451,10025,33,19,23
L15937,10426,10950,33,19,21
L15938,10426,10002,33,19,24
L15939,10549,10428,33,19,21
L15940,10547,10203,33,19,23
L15941,10451,10461,33,19,24
L15942,10451,10950,33,19,23
L15943,10451,10082,33,19,21
L15944,10549,10191,33,19,23
L15945,10147,10403,32,19,24
L15946,10430,10200,32,19,23
L15947,10549,10191,32,19,21
L15948,10549,10431,32,19,22
L15949,10429,10206,32,19,22
L15950,10429,10278,32,19,25
L15951,10451,10433,32,19,23
L15952,10451,10651,32,19,23
L15953,10430,10549,32,19,21
L15954,10452,10095,32,19,22
L15955,10451,10064,32,19,22
L15956,10549,10076,32,19,21
L15957,10549,10349,32,19,24
L15958,10451,10418,32,19,21
L15959,10549,10469,32,19,23
L15960,10451,10064,32,19,22
L15961,10451,10403,31,19,24
L15962,10451,10193,31,19,21
L15963,10417,10800,31,19,24
L15964,10549,10015,31,19,24
L15965,10555,10067,31,19,23
L15966,10549,10421,31,19,22
L15967,10451,10012,31,19,22
L15968,10549,10391,31,19,23
L15969,10451,10869,31,19,23
L15970,10549,10614,31,19,24
L15971,10429,10826,31,19,25
L15972,10451,10082,31,19,21
L15973,10076,10800,31,19,22
L15974,10549,10547,31,19,21
L15975,10549,10554,31,19,21
L15976,10549,10059,31,19,23
L15977,10451,10116,31,19,23
L15978,10451,10230,31,19,24
L15979,10451,10203,31,19,23
L15980,10451,10003,31,19,23
L15981,10451,10581,31,19,23
L15982,10451,10418,30,19,22
L15983,10549,10321,30,19,24
L15984,10549,10110,30,19,23
L15985,10429,10200,30,19,22
L15986,10451,10737,30,19,23
L15987,10451,10581,30,19,24
L15988,10451,10419,30,19,23
L15989,10451,10064,30,19,23
L15990,10549,10203,30,19,22
L15991,10417,10451,30,19,21
L15992,10451,10433,30,19,22
L15993,10430,10278,30,19,23
L15994,10549,10244,30,19,24
L15995,10429,10300,30,19,23
L15996,10549,10451,30,19,20
L15997,10451,10549,30,19,22
L15998,10451,10082,30,19,23
L15999,10549,10012,30,19,23
L16000,10429,10415,30,19,23
L16001,10549,10533,29,19,22
L16002,10429,10082,29,19,22
L16003,10549,10433,29,19,22
L16004,10549,10737,29,19,23
L16005,10429,10525,29,19,23
L16006,10429,10581,29,19,24
L16007,10549,10737,29,19,23
L16008,10451,10082,29,19,21
L16009,10549,10076,29,19,23
L16010,10549,10426,29,19,21
L16011,10549,10737,29,19,23
L16012,10549,10101,29,19,23
L16013,10635,10350,29,19,21
L16014,10549,10433,29,19,21
L16015,10549,10439,29,19,21
L16016,10549,10472,28,19,23
L16017,10549,10843,28,19,25
L16018,10549,10025,28,19,23
L16019,10451,10273,28,19,25
L16020,10147,10410,28,19,23
L16021,10549,10083,28,19,24
L16022,10429,10467,28,19,24
L16023,10549,10475,28,19,24
L16024,10451,10519,28,19,22
L16025,10417,10200,28,19,23
L16026,10016,10451,28,19,23
L16027,10549,10205,27,19,21
L16028,10426,10762,27,19,23
L16029,10121,10451,27,19,22
L16030,10478,10431,27,19,23
L16031,10426,10384,27,19,24
L16032,10426,10381,27,19,24
L16033,10451,10200,27,19,21
L16034,10549,10273,27,19,24
L16035,10451,10715,27,19,22
L16036,10451,10064,27,19,21
L16037,10429,10121,27,19,24
L16038,10451,10551,27,19,22
L16039,10147,10547,27,19,22
L16040,10429,10127,27,19,23
L16041,10451,10439,27,19,23
L16042,10483,10549,27,19,22
L16043,10349,10451,27,19,23
L16044,10079,10015,27,19,24
L16045,10079,10472,27,19,23
L16046,10451,10074,27,19,21
L16047,10549,10442,27,19,21
L16048,10429,10713,27,19,22
L16049,10429,10875,27,19,23
L16050,10429,10900,27,19,24
L16051,10451,10350,26,19,23
L16052,10451,10011,26,19,23
L16053,10451,10350,26,19,24
L16054,10451,10577,26,19,23
L16055,10451,10200,26,19,21
L16056,10451,10927,26,19,21
L16057,10451,10456,26,19,22
L16058,10429,10533,26,19,22
L16059,10549,10200,26,19,23
L16060,10430,10200,26,19,22
L16061,10430,10095,26,19,23
L16062,10451,10321,26,19,24
L16063,10451,10483,26,19,24
L16064,10429,10600,26,19,24
L16065,10549,10087,26,19,22
L16066,10429,10600,26,19,23
L16067,10451,10418,26,19,20
L16068,10549,10110,26,19,22
L16069,10451,10440,26,19,21
L16070,10451,10439,26,19,22
L16071,10549,10230,26,19,22
L16072,10451,10200,26,19,22
L16073,10549,10547,26,19,22
L16074,10452,10079,26,19,22
L16075,10451,10169,25,19,21
L16076,10451,10193,25,19,21
L16077,10451,10734,25,19,24
L16078,10426,10413,25,19,23
L16079,10554,10244,25,19,23
L16080,10451,10200,25,19,22
L16081,10549,10731,25,19,24
L16082,10549,10600,25,19,24
L16083,10549,10452,25,19,21
L16084,10451,10713,25,19,20
L16085,10549,10614,25,19,23
L16086,10429,10461,25,19,24
L16087,10451,10419,25,19,22
L16088,10549,10472,25,19,24
L16089,10780,10263,25,19,25
L16090,10451,10476,25,19,23
L16091,10451,10200,25,19,23
L16092,10451,10476,25,19,23
L16093,10451,10476,25,19,22
L16094,10451,10082,25,19,22
L16095,10451,10418,25,19,20
L16096,10451,10082,25,19,22
L16097,10549,10456,24,19,24
L16098,10012,10549,24,19,22
L16099,10549,10205,24,19,22
L16100,10417,10087,24,19,22
L16101,10417,10011,24,19,23
L16102,10426,10424,24,19,23
L16103,10426,10581,24,19,22
L16104,10452,10059,24,19,22
L16105,10451,10950,24,19,23
L16106,10549,10800,24,19,25
L16107,10549,10451,24,19,21
L16108,10426,10008,24,19,23
L16109,10549,10100,24,19,23
L16110,10451,10203,24,19,23
L16111,10451,10433,23,19,23
L16112,10451,10096,23,19,22
L16113,10452,10467,23,19,23
L16114,10451,10464,23,19,22
L16115,10451,10099,23,19,23
L16116,10780,10428,23,19,20
L16117,10549,10762,23,19,22
L16118,10429,10762,23,19,22
L16119,10451,10875,23,19,24
L16120,10451,10193,22,19,23
L16121,10451,10418,22,19,20
L16122,10549,10462,22,19,23
L16123,10780,10064,22,19,24
L16124,10015,10549,22,19,23
L16125,10426,10450,22,19,23
L16126,10426,10350,22,19,23
L16127,10429,10101,22,19,24
L16128,10549,10477,22,19,22
L16129,10549,10472,22,19,22
L16130,10549,10447,22,19,20
L16131,10429,10076,22,19,23
L16132,10554,10197,22,19,21
L16133,10426,10016,22,19,23
L16134,10426,10200,22,19,21
L16135,10451,10433,22,19,23
L16136,10549,10581,22,19,23
L16137,10429,10390,22,19,23
L16138,10451,10193,22,19,21
L16139,10451,10378,21,19,22
L16140,10147,10544,21,19,22
L16141,10429,10923,21,19,25
L16142,10549,10429,21,19,21
L16143,10426,10650,21,19,23
L16144,10452,10193,21,19,21
L16145,10451,10452,21,19,20
L16146,10549,10545,21,19,21
L16147,10429,10121,21,19,22
L16148,10451,10461,21,19,22
L16149,10451,10549,21,19,20
L16150,10549,10415,21,19,24
L16151,10451,10549,21,19,21
L16152,10788,10451,21,19,23
L16153,10549,10472,21,19,23
L16154,10429,10900,21,19,25
L16155,10451,10415,20,19,24
L16156,10417,10549,20,19,21
L16157,10451,10800,20,19,25
L16158,10451,10713,20,19,22
L16159,10451,10461,20,19,22
L16160,10549,10554,20,19,22
L16161,10549,10378,20,19,24
L16162,10451,10425,20,19,21
L16163,10451,10082,20,19,23
L16164,10451,10082,20,19,23
L16165,10451,10478,20,19,24
L16166,10451,10193,20,19,21
L16167,10200,10549,20,19,22
L16168,10762,10451,20,19,22
L16169,10451,10423,20,19,23
L16170,10780,10885,20,19,24
L16171,10549,10191,20,19,22
L16172,10451,10095,20,19,24
L16173,10451,10927,20,19,21
L16174,10429,10826,20,19,25
L16175,10451,10082,19,19,23
L16176,10147,10408,19,19,23
L16177,10549,10427,19,19,21
L16178,10549,10433,19,19,21
L16179,10780,10205,19,19,21
L16180,10426,10444,19,19,21
L16181,10476,10244,19,19,21
L16182,10451,10418,19,19,22
L16183,10451,10418,19,19,20
L16184,10549,10448,19,19,22
L16185,10549,10435,19,19,22
L16186,10430,10452,19,19,22
L16187,10549,10433,19,19,21
L16188,10452,10079,19,19,23
L16189,10147,10451,19,19,21
L16190,10471,10435,19,19,22
L16191,10549,10448,18,19,22
L16192,10451,10244,18,19,22
L16193,10451,10551,18,19,22
L16194,10451,10475,18,19,23
L16195,10780,10095,18,19,24
L16196,10147,10443,18,19,22
L16197,10451,10630,18,19,24
L16198,10451,10418,18,19,22
L16199,10451,10475,18,19,24
L16200,10451,10338,18,19,21
L16201,10451,10378,18,19,24
L16202,10451,10551,18,19,22
L16203,10780,10420,18,19,21
L16204,10780,10193,18,19,21
L16205,10780,10452,18,19,21
L16206,10780,10082,18,19,22
L16207,10451,10200,18,19,22
L16208,10452,10015,18,19,24
L16209,10451,10110,17,19,22
L16210,10549,10391,17,19,23
L16211,10549,10475,17,19,22
L16212,10451,10716,17,19,22
L16213,10451,10472,17,19,23
L16214,10451,10378,17,19,24
L16215,10429,10300,17,19,25
L16216,10430,10468,17,19,22
L16217,10451,10082,17,19,22
L16218,10147,10418,17,19,22
L16219,10452,10955,17,19,22
L16220,10451,10082,17,19,21
L16221,10426,10440,17,19,22
L16222,10780,10203,17,19,22
L16223,10451,10190,17,19,21
L16224,10451,10475,16,19,24
L16225,10451,10015,16,19,22
L16226,10426,10587,16,19,23
L16227,10549,10349,16,19,24
L16228,10451,10418,16,19,21
L16229,10780,10280,16,19,20
L16230,10780,10933,16,19,21
L16231,10780,10554,16,19,22
L16232,10780,10442,16,19,23
L16233,10549,10015,16,19,24
L16234,10549,10424,16,19,21
L16235,10549,10437,16,19,23
L16236,10451,10338,16,19,23
L16237,10451,10551,16,19,21
L16238,10451,10082,16,19,22
L16239,10549,10433,16,19,21
L16240,10549,10422,16,19,22
L16241,10549,10420,16,19,21
L16242,10147,10451,16,19,22
L16243,10451,10011,16,19,23
L16244,10451,10101,16,19,23
L16245,10451,10349,16,19,25
L16246,10451,10577,16,19,23
L16247,10451,10734,16,19,23
L16248,10549,10197,16,19,23
L16249,10451,10476,15,19,23
L16250,10451,10475,15,19,23
L16251,10483,10549,15,19,22
L16252,10780,10519,15,19,24
L16253,10549,10422,15,19,21
L16254,10452,10676,15,19,23
L16255,10451,10082,15,19,23
L16256,10549,10444,15,19,22
L16257,10780,10779,15,19,21
L16258,10451,10702,15,19,24
L16259,10452,10352,15,19,25
L16260,10451,10193,15,19,22
L16261,10451,10193,15,19,21
L16262,10451,10193,15,19,22
L16263,10451,10082,14,19,21
L16264,10451,10127,14,19,21
L16265,10451,10082,14,19,21
L16266,10451,10788,14,19,23
L16267,10452,10205,14,19,21
L16268,10451,10651,14,19,24
L16269,10452,10350,14,19,23
L16270,10451,10415,14,19,22
L16271,10451,10203,14,19,23
L16272,10451,10079,14,19,23
L16273,10549,10429,14,19,23
L16274,10451,10551,14,19,21
L16275,10451,10082,14,19,21
L16276,10451,10713,14,19,21
L16277,10429,10064,14,19,23
L16278,10549,10493,14,19,22
L16279,10451,10438,14,19,22
L16280,10451,10461,13,19,23
L16281,10451,10420,13,19,22
L16282,10451,10943,13,19,24
L16283,10451,10082,13,19,23
L16284,10451,10817,13,19,23
L16285,10549,10427,13,19,23
L16286,10549,10015,13,19,22
L16287,10549,10713,13,19,21
L16288,10780,10418,13,19,21
L16289,10780,10433,13,19,22
L16290,10780,10587,13,19,22
L16291,10451,10429,13,19,21
L16292,10451,10475,12,19,22
L16293,10451,10200,12,19,22
L16294,10549,10110,12,19,22
L16295,10549,10737,12,19,24
L16296,10549,10434,12,19,22
L16297,10121,10451,12,19,24
L16298,10417,10483,12,19,23
L16299,10429,10200,12,19,22
L16300,10452,10783,12,19,22
L16301,10451,10200,12,19,21
L16302,10451,10100,12,19,22
L16303,10451,10826,12,19,25
L16304,10780,10443,12,19,21
L16305,10549,10600,12,19,23
L16306,10451,10124,12,19,23
L16307,10451,10475,12,19,22
L16308,10451,10475,12,19,24
L16309,10451,10378,12,19,22
L16310,10451,10419,12,19,21
L16311,10451,10422,12,19,21
L16312,10451,10439,12,19,21
L16313,10451,10012,12,19,22
L16314,10451,10193,12,19,22
L16315,10451,10193,12,19,23
L16316,10451,10731,12,19,22
L16317,10549,10614,12,19,24
L16318,10451,10817,12,19,25
L16319,10451,10429,11,19,21
L16320,10451,10803,11,19,23
L16321,10549,10735,11,19,22
L16322,10427,10549,11,19,21
L16323,10549,10600,11,19,24
L16324,10451,10193,11,19,21
L16325,10451,10439,11,19,21
L16326,10417,10328,11,19,23
L16327,10417,10800,11,19,24
L16328,10429,10384,11,19,22
L16329,10451,10085,11,19,24
L16330,10451,10338,11,19,23
L16331,10451,10549,11,19,22
L16332,10549,10414,11,19,23
L16333,10451,10064,11,19,21
L16334,10451,10475,11,19,24
L16335,10451,10443,11,19,22
L16336,10451,10440,11,19,20
L16337,10451,10012,10,19,24
L16338,10451,10475,10,19,24
L16339,10451,10206,10,19,23
L16340,10451,10425,10,19,22
L16341,10451,10443,10,19,22
L16342,10451,10421,10,19,22
L16343,10451,10067,10,19,23
L16344,10451,10127,10,19,23
L16345,10451,10551,10,19,20
L16346,10451,10200,10,19,23
L16347,10451,10800,10,19,25
L16348,10549,10519,10,19,22
L16349,10549,10869,10,19,21
L16350,10451,10734,10,19,23
L16351,10429,10630,10,19,24
L16352,10451,10520,10,19,22
L16353,10451,10453,10,19,21
L16354,10451,10461,10,19,23
L16355,10451,10082,10,19,21
L16356,10451,10080,9,19,21
L16357,10451,10817,9,19,25
L16358,10451,10080,9,19,23
L16359,10451,10082,9,19,21
L16360,10451,10350,9,19,23
L16361,10451,10350,9,19,25
L16362,10451,10456,9,19,22
L16363,10451,10461,9,19,22
L16364,10451,10082,9,19,23
L16365,10451,10519,9,19,24
L16366,10451,10651,9,19,24
L16367,10451,10817,9,19,25
L16368,10451,10737,9,19,23
L16369,10451,10082,9,19,21
L16370,10451,10082,9,19,23
L16371,10451,10418,9,19,20
L16372,10451,10350,9,19,23
L16373,10472,10549,9,19,24
L16374,10417,10869,9,19,22
L16375,10549,10467,9,19,22
L16376,10451,10713,9,19,20
L16377,10451,10547,9,19,20
L16378,10451,10082,9,19,21
L16379,10451,10471,9,19,22
L16380,10451,10713,9,19,20
L16381,10451,10338,9,19,23
L16382,10451,10475,9,19,23
L16383,10549,10472,9,19,22
L16384,10429,10263,9,19,25
L16385,10451,10067,9,19,22
L16386,10451,10100,9,19,23
L16387,10451,10243,9,19,23
L16388,10451,10520,9,19,24
L16389,10549,10421,8,19,22
L16390,10549,10244,8,19,24
L16391,10549,10614,8,19,23
L16392,10549,10734,8,19,23
L16393,10451,10200,8,19,22
L16394,10551,10549,8,19,22
L16395,10440,10549,8,19,21
L16396,10779,10549,8,19,23
L16397,10451,10452,8,19,21
L16398,10451,10461,8,19,24
L16399,10451,10438,8,19,20
L16400,10430,10200,8,19,21
L16401,10549,10025,8,19,23
L16402,10451,10464,8,19,23
L16403,10451,10082,8,19,23
L16404,10451,10064,8,19,23
L16405,10429,10549,8,19,22
L16406,10451,10701,8,19,24
L16407,10451,10012,7,19,23
L16408,10451,10349,7,19,24
L16409,10451,10100,7,19,23
L16410,10549,10433,7,19,23
L16411,10483,10451,7,19,24
L16412,10417,10781,7,19,20
L16413,10429,10843,7,19,25
L16414,10452,10742,7,19,22
L16415,10451,10476,7,19,23
L16416,10451,10461,7,19,22
L16417,10451,10100,7,19,22
L16418,10451,10328,7,19,23
L16419,10451,10200,7,19,22
L16420,10451,10781,7,19,23
L16421,10451,10342,7,19,22
L16422,10451,10943,7,19,24
L16423,10451,10834,7,19,23
L16424,10451,10082,7,19,21
L16425,10451,10200,7,19,21
L16426,10451,10203,7,19,22
L16427,10451,10475,7,19,23
L16428,10451,10461,7,19,22
L16429,10451,10342,7,19,21
L16430,10451,10817,7,19,24
L16431,10451,10082,7,19,22
L16432,10451,10082,7,19,21
L16433,10451,10520,7,19,24
L16434,10549,10450,7,19,23
L16435,10549,10650,7,19,24
L16436,10451,10657,7,19,22
L16437,10549,10547,7,19,20
L16438,10451,10445,7,19,22
L16439,10549,10418,7,19,22
L16440,10451,10442,6,19,21
L16441,10451,10082,6,19,22
L16442,10429,10415,6,19,23
L16443,10549,10415,6,19,23
L16444,10451,10124,6,19,23
L16445,10451,10378,6,19,24
L16446,10461,10451,6,19,22
L16447,10837,10451,6,19,22
L16448,10800,10779,6,19,24
L16449,10549,10110,6,19,22
L16450,10549,10472,6,19,24
L16451,10549,10650,6,19,23
L16452,10452,10058,6,19,22
L16453,10451,10650,6,19,23
L16454,10451,10012,6,19,24
L16455,10451,10454,6,19,23
L16456,10012,10435,6,19,23
L16457,10451,10713,6,19,22
L16458,10451,10471,6,19,24
L16459,10451,10419,6,19,21
L16460,10451,10067,6,19,22
L16461,10452,10520,6,19,24
L16462,10451,10654,6,19,24
L16463,10451,10200,6,19,22
L16464,10451,10928,6,19,21
L16465,10452,10350,5,19,23
L16466,10451,10082,5,19,22
L16467,10451,10342,5,19,21
L16468,10451,10464,5,19,24
L16469,10549,10475,5,19,24
L16470,10451,10082,5,19,21
L16471,10451,10651,5,19,22
L16472,10451,10082,5,19,23
L16473,10451,10668,5,19,24
L16474,10451,10418,5,19,20
L16475,10734,10549,5,19,23
L16476,10462,10549,5,19,23
L16477,10472,10451,5,19,22
L16478,10471,10451,5,19,23
L16479,10417,10950,5,19,22
L16480,10417,10788,5,19,23
L16481,10205,10431,5,19,23
L16482,10193,10431,5,19,23
L16483,10451,10837,5,19,23
L16484,10350,10433,5,19,23
L16485,10451,10551,4,19,21
L16486,10451,10549,4,19,21
L16487,10451,10450,4,19,23
L16488,10451,10200,4,19,22
L16489,10451,10082,4,19,22
L16490,10451,10626,4,19,22
L16491,10451,10520,4,19,23
L16492,10451,10475,4,19,23
L16493,10451,10100,4,19,24
L16494,10451,10549,4,19,22
L16495,10451,10428,4,19,21
L16496,10451,10475,4,19,22
L16497,10451,10551,4,19,20
L16498,10451,10614,4,19,24
L16499,10451,10798,4,19,24
L16500,10451,10428,4,19,21
L16501,10451,10551,4,19,21
L16502,10451,10461,4,19,24
L16503,10451,10012,4,19,22
L16504,10451,10067,4,19,23
L16505,10451,10338,4,19,23
L16506,10451,10082,4,19,22
L16507,10451,10082,4,19,23
L16508,10451,10350,4,19,24
L16509,10451,10654,4,19,22
L16510,10451,10657,4,19,23
L16511,10451,10545,4,19,22
L16512,10451,10082,4,19,21
L16513,10451,10273,4,19,25
L16514,10451,10475,4,19,23
L16515,10451,10082,4,19,21
L16516,10451,10461,4,19,24
L16517,10451,10429,4,19,21
L16518,10451,10657,4,19,22
L16519,10451,10444,4,19,20
L16520,10451,10082,4,19,21
L16521,10451,10059,4,19,23
L16522,10451,10012,4,19,22
L16523,10451,10281,4,19,23
L16524,10451,10454,4,19,21
L16525,10451,10423,4,19,22
L16526,10451,10425,4,19,23
L16527,10451,10438,4,19,22
L16528,10451,10420,4,19,21
L16529,10451,10082,4,19,22
L16530,10451,10734,4,19,24
L16531,10451,10713,4,19,22
L16532,10451,10734,4,19,23
L16533,10451,10519,4,19,24
L16534,10451,10440,4,19,20
L16535,10451,10545,4,19,22
L16536,10451,10429,4,19,21
L16537,10451,10415,4,19,23
L16538,10451,10873,4,19,22
L16539,10451,10082,4,19,23
L16540,10451,10203,4,19,22
L16541,10451,10082,4,19,22
L16542,10451,10788,4,19,24
L16543,10451,10193,4,19,22
L16544,10451,10464,4,19,24
L16545,10451,10545,4,19,21
L16546,10451,10464,4,19,22
L16547,10451,10082,4,19,21
L16548,10451,10826,4,19,23
L16549,10451,10545,4,19,20
L16550,10451,10423,4,19,21
L16551,10451,10082,4,19,22
L16552,10451,10082,4,19,23
L16553,10451,10384,4,19,22
L16554,10451,10450,4,19,23
L16555,10451,10551,3,19,22
L16556,10451,10438,3,19,21
L16557,10451,10726,3,19,22
L16558,10451,10461,3,19,23
L16559,10451,10082,3,19,21
L16560,10451,10064,3,19,21
L16561,10549,10445,3,19,21
L16562,10429,10012,3,19,22
L16563,10422,10549,3,19,23
L16564,10445,10549,3,19,22
L16565,10452,10352,3,19,23
L16566,10452,10721,3,19,21
L16567,10451,10800,3,19,25
L16568,10451,10826,3,19,24
L16569,10451,10082,3,19,23
L16570,10451,10654,3,19,23
L16571,10451,10950,3,19,23
L16572,10549,10547,3,19,21
L16573,10011,10426,3,19,23
L16574,10011,10426,3,19,22
L16575,10452,10414,3,19,22
L16576,10451,10450,3,19,22
L16577,10451,10082,3,19,23
L16578,10451,10342,3,19,23
L16579,10451,10418,3,19,21
L16580,10451,10434,3,19,23
L16581,10451,10654,3,19,23
L16582,10451,10442,3,19,22
L16583,10451,10206,2,19,23
L16584,10451,10433,2,19,22
L16585,10451,10762,2,19,22
L16586,10451,10441,2,19,22
L16587,10451,10452,2,19,20
L16588,10451,10428,2,19,23
L16589,10451,10817,2,19,23
L16590,10451,10478,2,19,22
L16591,10451,10461,2,19,24
L16592,10451,10384,2,19,23
L16593,10451,10843,2,19,23
L16594,10451,10418,2,19,21
L16595,10451,10193,2,19,21
L16596,10451,10424,2,19,21
L16597,10451,10475,2,19,22
L16598,10451,10082,2,19,23
L16599,10451,10082,2,19,22
